"file","class","strategy","score","code_quality","has_sl","has_tp","has_trailing","has_grid","has_martingale","has_equity_stop","has_time_filter","has_money_mgmt","indicators","timeframe","function_count","obfuscated_count"
"SilverTrendTrader_v4_JTPO.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","ADX","Any","1","0"
"SilverTrendTrader_v5.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
"SilverTrendTrader_v6.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SilverTrendTrader_v7.mq4","B","Scalping","55","clean","True","True","True","False","False","False","False","False","MA, CCI","Any","1","0"
"SilverTrendV3 (2).mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","ADX","Any","1","0"
"SilverTrendV3.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","ADX","Any","1","0"
"Simple Expert Advisor with Functions.mq4","C","Trend","47","clean","True","True","False","False","False","False","False","False","MA","Any","2","0"
"Simple Expert Advisor.mq4","B","Scalping","51","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
"Simple Stoch Divergence EA.mq4","B","MeanReversal","59","clean","True","True","True","False","False","False","False","False","MA, Stochastic, Bollinger","D1","3","0"
"simple-macd-EA.mq4","B","Trend","50","clean","True","False","True","False","False","False","False","False","MA, MACD","M1","5","0"
"Simple-macd-ea_www_forex-instruments_info.mq4","B","Trend","50","clean","True","False","True","False","False","False","False","False","MA, MACD","M1","5","0"
"SimpleH1_GBPUSD_EAv9.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","MA, Fractals","Any","2","0"
"SimplePivot.mq4","C","Unknown","22","clean","False","True","False","False","False","False","False","False","Pivot","Any","3","0"
"SimpleSAR_EA2.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","4","0"
"simple_copier.mq4","B","MeanReversal","49","clean","True","True","False","False","False","False","False","False","RSI","Any","3","0"
"simple_ma_cross_ea.mq4","B","Trend","50","clean","True","True","False","False","False","False","False","False","MA","Any","3","0"
"SimplyOpen.mq4","C","MeanReversal","42","clean","True","False","False","False","False","False","False","False","RSI, Fractals","Any","4","0"
"SistemaEA_ByFreddy_mod1.mq4","C","GridMartingale","44","clean","True","True","False","True","False","False","False","False","","Any","4","0"
"SistemaEA_ByFreddy_Trans_v3.mq4","C","GridMartingale","43","clean","True","True","False","True","False","False","False","False","RSI","Any","1","0"
"SistemaEA_ByFreddy~.mq4","C","GridMartingale","46","clean","True","True","False","True","False","False","False","False","RSI","Any","4","0"
"Six Study EA.mq4","C","MeanReversal","36","clean","False","False","False","False","False","False","False","False","RSI","Any","5","0"
"sixperiod_v31.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"sixtysecound ea.mq4","C","Unknown","10","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"SKIV_Trader.mq4","C","Scalping","45","clean","True","True","True","False","False","False","False","False","","Any","4","0"
"SkyUp EA.mq4","C","Scalping","34","clean","False","False","False","False","False","False","False","False","RSI","Any","3","0"
"SL-TP_move-by-Mouse.mq4","C","Unknown","33","clean","True","True","False","False","False","False","False","False","","Any","3","0"
"Slave-yang nyontek~.mq4","C","Scalping","23","obfuscated","True","True","True","False","False","False","False","False","","Any","4","13"
"SLR_alpari.mq4","C","Trend","32","clean","False","False","False","False","False","False","False","False","MA","Any","3","0"
"SLR_BIF.mq4","C","Trend","32","clean","False","False","False","False","False","False","False","False","MA","Any","3","0"
"SLR_FXPROFIT.mq4","B","Trend","48","clean","True","True","False","False","False","False","False","False","MA","Any","4","0"
"SLR_Lite.mq4","C","Trend","32","clean","False","False","False","False","False","False","False","False","MA","Any","3","0"
"SLR_MoneyRain.mq4","B","Trend","48","clean","True","True","False","False","False","False","False","False","MA","Any","4","0"
"SLR_Test.mq4","C","Trend","32","clean","False","False","False","False","False","False","False","False","MA","Any","3","0"
"sltp-currency.mq4","C","Unknown","30","clean","True","True","False","False","False","False","False","False","","Any","1","0"
"smart s.mq4","C","MeanReversal","33","clean","False","True","False","False","False","False","False","False","RSI","Any","0","0"
"Smart Scalping EU M1.mq4","C","Scalping","39","clean","False","True","True","False","False","False","False","True","","Any","1","0"
"Smart_Algoritm_Kod.mq4","C","Trend","28","partially_obfuscated","False","True","True","False","False","False","False","False","MA","Any","2","6"
"SMA_MultiHdege2.mq4","C","Trend","33","clean","False","False","False","False","False","False","False","True","MA","Any","2","0"
"SMC Autotrader Momentum.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC eur usd(26AUG05).mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC eur usd(28AUG05).mq4","B","Trend","54","clean","True","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC eur usd1(26AUG05).mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC eur usd1.mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC eur usd2.mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC HiLo v1.1.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC HiLo v11.1.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC HiLo v11.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC MA 3BAR.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC MA xover.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","MA","Any","2","0"
"SMC MA.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","MA","Any","2","0"
"SMC MACD new idea.mq4","B","Trend","52","clean","True","True","False","False","False","False","False","True","MA, MACD","Any","2","0"
"SMC Manual EA limit and_or stop order.mq4","B","Scalping","48","clean","True","True","True","False","False","False","False","False","Donchian","Any","1","0"
"SMC Manual EA with seperation.mq4","B","Scalping","51","clean","True","True","True","False","False","False","False","False","MA, Donchian","Any","2","0"
"SMC Manual EA.mq4","B","Scalping","51","clean","True","True","True","False","False","False","False","False","MA, Donchian","Any","2","0"
"SMC Trader 2 MAs 12 26 EMA Basic.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC Trader 2 MAs 5 20 EMA.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC Trader 2 MAs 5 20 EMA1.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC Trader Aroon V1.3.mq4","B","Scalping","51","clean","True","True","True","False","False","False","False","False","MACD, CCI","Any","2","0"
"SMC Trader Camel CCI MACD -ron02.mq4","B","Trend","53","clean","True","True","False","False","False","False","False","False","MA, MACD, CCI","Any","3","0"
"SMC Trader Camel CCI MACD.mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, CCI","Any","2","0"
"SMC Trader Kurt v2.mq4","B","Trend","54","clean","True","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC Trader Kurt.mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC Trader Kurt1.mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC Trader Kurt2.mq4","C","Trend","43","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","2","0"
"SMC Trader MACD v1.0.mq4","C","Trend","41","clean","False","True","True","False","False","False","False","False","MA, MACD","Any","2","0"
"SMC Trader Manual.mq4","C","Scalping","35","clean","False","True","True","False","False","False","False","False","","Any","2","0"
"SMC Trader Skeleton v2(07SEP05).mq4","C","Scalping","46","clean","True","True","True","False","False","False","False","False","","Any","2","0"
"SMC Trader TriggerLines V2.1.mq4","C","Scalping","38","clean","False","True","True","False","False","False","False","False","MA","Any","2","0"
"SMC USD JPY cci test.mq4","A","MultiStrategy","62","clean","True","True","True","False","False","False","False","False","MA, MACD, RSI, CCI","Any","2","0"
"SMC-1.mq4","B","Scalping","51","clean","True","True","True","False","False","False","False","False","MA, Donchian","Any","2","0"
"SMC.mq4","C","Scalping","35","clean","False","True","True","False","False","False","False","False","","Any","2","0"
"SMC2.mq4","C","Scalping","35","clean","False","True","True","False","False","False","False","False","","Any","2","0"
"SMC3.mq4","C","Scalping","35","clean","False","True","True","False","False","False","False","False","","Any","2","0"
"SMC_Shell.mq4","B","GridMartingale","48","clean","True","True","True","False","True","False","False","True","MA","Any","2","0"
"SMC_Trader_TriggerLines_V2.mq4","C","Scalping","38","clean","False","True","True","False","False","False","False","False","MA","Any","2","0"
"SniperEA-V3.11_UNI.mq4","B","GridMartingale","56","clean","True","True","True","False","True","False","False","True","MA","Any","0","0"
"souce of fx pips blaster.mq4","B","GridMartingale","57","clean","True","True","True","True","False","False","True","True","MA","Any","0","0"
"sqDynamicBreakoutBox_v1 600+.mq4","C","Trend","39","clean","False","True","False","False","False","False","True","False","MA, RSI","Any","0","0"
"Stoch.mq4","C","Scalping","46","clean","True","True","True","False","False","False","False","False","","Any","1","0"
"Sure Hedging pipschart.mq4","C","GridMartingale","39","clean","True","True","False","False","True","False","False","False","","Any","1","0"
"SureForexHedging_2.mq4","C","GridMartingale","39","clean","True","True","False","False","True","False","False","False","","Any","1","0"
"SyDiv_v0.1.mq4","C","Scalping","44","clean","False","False","True","False","False","False","False","True","RSI","Any","3","0"
"TDI Red Green Tape.mq4","C","Scalping","31","clean","False","False","False","False","False","False","False","False","MA, RSI","Any","0","0"
"TDI Red Green_alerts_mtf 2.02 alert.mq4","C","Scalping","31","clean","False","False","False","False","False","False","False","False","MA, RSI","Any","0","0"
"TDI.mq4","C","Scalping","31","clean","False","False","False","False","False","False","False","False","MA, RSI","Any","0","0"
"Teodosi_EA.mq4","C","MeanReversal","38","clean","False","True","False","False","False","False","False","False","RSI","Any","3","0"
"Tesshinso.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","RSI","Any","6","0"
"THV EA v2.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","0","0"
"tiger.mq4","B","Trend","54","clean","True","True","False","False","False","False","False","False","MA, ADX, RSI","Any","6","0"
"TimeBasedEA.mq4","C","Trend","47","clean","True","True","False","False","False","False","False","False","MA","Any","1","0"
"TITUS OB Indicator.mq4","C","Trend","29","clean","False","False","False","False","False","False","False","False","MA","Any","1","0"
"Trade City D1 MA 5 EA.mq4","C","Unknown","10","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"Trade Manager.mq4","B","Scalping","50","clean","True","True","True","False","False","False","False","False","RSI","Any","1","0"
"traders-dynamic-index.mq4","C","Scalping","31","clean","False","False","False","False","False","False","False","False","MA, RSI","Any","0","0"
"Trading profit protect_ea.mq4","C","Scalping","30","clean","False","False","False","False","False","False","False","False","","Any","7","0"
"traide-advisor.mq4","C","MeanReversal","46","clean","True","True","False","False","False","False","False","False","RSI","Any","2","0"
"Trailing Buy Stop.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"Trailing Sell Stop.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"Trailing Stop 5.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"Trailing Stop v_tdavid.mq4","C","Scalping","38","clean","False","True","True","False","False","False","False","False","","Any","3","0"
"TrailingStop.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"TrailingStopCmillion_v1.mq4","C","Scalping","46","clean","True","True","True","False","False","False","False","False","Fractals","Any","2","0"
"TrailingStopFrCnSAR.mq4","C","Scalping","46","clean","True","True","True","False","False","False","False","False","Fractals","Any","2","0"
"TrailingUdavka.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","4","0"
"TrailingWithPartialClose.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","MA, RSI","Any","0","0"
"TrailMe.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","D1","4","0"
"TrailMe1.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","D1","4","0"
"TralingStop_v3.mq4","C","Breakout","37","clean","True","False","False","False","False","False","False","False","","Any","1","0"
"TralPendOrder.mq4","C","Breakout","42","clean","True","True","False","False","False","False","False","False","","Any","1","0"
"Transfer2Fractal.mq4","C","Unknown","32","clean","True","True","False","False","False","False","False","False","Fractals","Any","2","0"
"Transformer_EA_V(3).mq4","C","GridMartingale","31","obfuscated","True","True","True","True","False","True","False","False","RSI","Any","3","31"
"Trend Moving Average.mq4","B","GridMartingale","48","clean","True","True","False","False","True","False","False","True","MA, RSI","Any","1","0"
"Trend Racing 3.51 ME Lite_tral_lasttp.mq4","B","MeanReversal","57","clean","True","True","True","True","False","False","False","False","ADX, RSI, CCI","M1","0","0"
"Trend Racing 3.57 ME Lite.mq4","B","MeanReversal","53","clean","True","True","False","True","False","False","False","False","ADX, RSI, CCI","M1","0","0"
"TrendCapture.mq4","C","Trend","45","clean","True","True","False","False","False","False","False","False","ADX","Any","1","0"
"Trendline Trader.mq4","C","Trend","47","clean","True","True","False","False","False","False","False","False","MA, Donchian","Any","2","0"
"Trendline.Trader.mq4","C","Trend","47","clean","True","True","False","False","False","False","False","False","MA","Any","1","0"
"TrendlineOrder.mq4","B","Scalping","51","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"TrendMeLeaveMe.mq4","C","Breakout","45","clean","True","True","False","False","False","False","False","False","","Any","3","0"
"TrendScalper_GTR_beta.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","","Any","3","0"
"TrendScalper_TR.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","","Any","3","0"
"TrendScalper_TR1.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","","Any","3","0"
"TrendScalper_TR_loosetest.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","","Any","3","0"
"TrendScalper_TR_opbartr.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","","Any","3","0"
"TrendTrading_EA_v1.1.mq4","B","Trend","57","clean","True","True","True","False","False","False","False","False","MA, ADX","Any","3","0"
"TRIANGULAR PRICE CORRECTION.mq4","C","Trend","43","clean","False","True","False","False","False","False","False","True","MA","Any","4","0"
"TriangularArbitrage.mq4","C","Trend","37","clean","False","True","False","False","False","False","False","False","MA","Any","3","0"
"Trio Orchestra v1.0.mq4","C","GridMartingale","24","obfuscated","True","True","True","True","False","True","False","False","","M1","0","46"
"TrioDancer_4.4.5.mq4","C","GridMartingale","43","partially_obfuscated","True","False","True","True","False","True","False","False","","M1","0","6"
"TripleMA_Crossover_EA.mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","True","MA","Any","3","0"
"TripleMA_Crossover_expert.mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","True","MA","Any","3","0"
"TripleMA_Crossover_expert1.mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","True","MA","Any","4","0"
"TripleMA_Crossover_expert2.mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","True","MA","Any","3","0"
"Trix_EA.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","MA","Any","3","0"
"True Scalper V11 Sergey.mq4","B","Scalping","53","clean","True","True","False","False","False","False","False","True","MA, RSI","Any","1","0"
"True Scalper v4.mq4","B","Scalping","52","clean","True","True","False","False","False","False","False","False","MA, RSI","Any","3","0"
"TrueBald.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","MA","Any","6","0"
"TrueScalper_Ron_MT4_v02a TS.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","False","MA, RSI, Donchian","Any","4","0"
"TrueScalper_Ron_MT4_v02a.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","False","MA, RSI","Any","3","0"
"TrueScalper_Ron_MT4_v02a1.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","False","MA, RSI","Any","3","0"
"TrueScalper_Ron_MT4_v04(08SEP05).mq4","B","Scalping","52","clean","True","True","False","False","False","False","False","False","MA, RSI","Any","3","0"
"TrueScalper_Ron_MT4_v04.mq4","B","Scalping","52","clean","True","True","False","False","False","False","False","False","MA, RSI","Any","3","0"
"TrueScalper_Ron_MT4_v041.mq4","B","Scalping","52","clean","True","True","False","False","False","False","False","False","MA, RSI","Any","3","0"
"TrueScalper_Ron_MT4_v111.mq4","B","Scalping","53","clean","True","True","False","False","False","False","False","True","MA, RSI","Any","2","0"
"TrueScalper_Ron_MT4_v112.mq4","B","Scalping","53","clean","True","True","False","False","False","False","False","True","MA, RSI","Any","2","0"
"TrueScalper_Ron_Ruby_MT4_v111.mq4","B","Scalping","53","clean","True","True","False","False","False","False","False","True","MA, RSI","Any","2","0"
"TRUE_SCALPER_V11b.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","False","MA, RSI","Any","3","0"
"TSR.mq4","C","GridMartingale","15","obfuscated","True","True","True","False","True","False","False","False","Stochastic","Any","1","13"
"TurtleTraderV1_0_1.mq4","B","MultiStrategy","59","clean","True","True","False","False","True","False","False","True","MA, ADX, RSI, Stochastic, CCI","Any","0","0"
"Two_MA_Cross.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","False","MA, RSI","Any","3","0"
"Two_MA_Cross_EA.mq4","B","Scalping","55","clean","True","True","True","False","False","False","False","True","MA","Any","0","0"
"Ultimate Trader Behind The Charts Cracked MQL4.mq4","C","Unknown","10","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"ultraea.mq4","A","Scalping","63","clean","True","True","True","False","False","False","True","True","MA, RSI","Any","2","0"
"Universal EA 2.0.mq4","C","Scalping","34","clean","False","False","False","False","False","False","False","False","RSI","Any","3","0"
"Universal EA.mq4","C","Scalping","34","clean","False","False","False","False","False","False","False","False","RSI","Any","3","0"
"UnNomGuaiV1.132.mq4","C","MeanReversal","38","clean","False","False","False","False","False","False","False","True","MA, RSI, CCI","Any","1","0"
"VapzFX PRO MQ4.mq4","C","Scalping","26","obfuscated","True","True","True","False","False","False","False","False","MA","M1","0","45"
"virtual_trailing_stop.mq4","B","Scalping","48","clean","True","True","True","False","False","False","False","False","","Any","1","0"
"VR SETKA A.mq4","C","GridMartingale","28","clean","False","True","False","False","True","False","False","False","RSI","Any","2","0"
"waygrow_edu EA.mq4","C","Unknown","10","obfuscated","True","True","False","False","False","False","True","False","","Any","2","34"
"Waygrow_edu v1.8 best.mq4","B","Scalping","59","clean","True","True","True","False","False","False","True","False","MA, RSI","Any","1","0"
"winscalper 2020.mq4","A","Scalping","63","clean","True","True","True","False","False","True","False","True","RSI","Any","4","0"
"XAU M V2.5 SC.mq4","C","GridMartingale","32","obfuscated","True","True","True","True","True","True","False","True","RSI, Donchian","H1","0","39"
"XAU-iNDEX.mq4","B","GridMartingale","50","clean","True","True","True","True","True","False","False","True","MA, RSI, Pivot","Any","0","0"
"XMT Scalper v3.mq4","A","MeanReversal","63","clean","True","True","True","False","False","False","False","True","MA, RSI, Bollinger","Any","0","0"
"XMT-Scalper_v2.45.mq4","B","MeanReversal","57","clean","True","True","True","False","False","False","False","False","MA, RSI, Bollinger","Any","0","0"
"XMT-Scalper_v2.461.mq4","B","MeanReversal","57","clean","True","True","True","False","False","False","False","False","MA, RSI, Bollinger","Any","0","0"
"XMT-Scalper_v2.522.mq4","B","MeanReversal","57","clean","True","True","True","False","False","False","False","False","MA, RSI, Bollinger, Donchian","Any","0","0"
"XMT-Scalper_v2.mq4","B","MeanReversal","57","clean","True","True","True","False","False","False","False","False","MA, RSI, Bollinger","Any","0","0"
"ZEAdor.mq4","C","Unknown","11","obfuscated","True","True","True","False","False","False","False","False","","Any","3","18"
"ZScore Diff 3 pairs EA_011.mq4","C","Trend","38","clean","False","True","False","False","False","False","False","False","MA, RSI","Any","1","0"
"Zupp.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"ZUPp148.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"ZUPpush notif_148 v7.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"zupp_148.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"ZUP_v63.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","Fractals","Any","0","0"
